"bsv"	"type"	"length"	"context"	"word"	"prefLabel"	"context"	"location"	"features"
"bsv_zna_20130801_9_cle8215c1"	"html"	"28223"	"AOÛT 2013 A ltise"	"Choux et roquette"	""	"Réseau d'observatio"	"17287-17304"	"type=N_KON_N, match=fcu, form=Choux et roquette"
"bsv_zna_20130801_9_cle8215c1"	"html"	"28223"	"- NEUF SUR SARTHE -"	"jardin de particulier, roquette"	""	"). Observations Sur"	"17461-17492"	"type=N_PUN_N, match=fcu, form=jardin de particulier, roquette"
"bsv_zna_20130801_9_cle8215c1"	"html"	"28223"	"). Observations Sur"	"choux, l'indice de gravité"	""	"est de 3 (plus de 5"	"17512-17538"	"type=N_PUN_N, match=fcu, form=choux, l'indice de gravité"
"bsv_zna_20130801_9_cle8215c1"	"html"	"28223"	"1 site en Mayenne ("	"CHANGE, jardin de particulier"	""	") en suivi standard"	"19316-19345"	"type=N_PUN_N, match=fcu, form=CHANGE, jardin de particulier"
"bsv_zna_20130801_9_cle8215c1"	"html"	"28223"	"Oïdium sur viorne"	"Boule de neige' et pommier"	""	"Observations augmen"	"22950-22976"	"type=N_KON_N, match=fcu, form=Boule de neige' et pommier"
"bsv_zna_20130801_9_cle8215c1"	"html"	"28223"	"'est stabilisée. de"	"particulier, pommier"	""	", suivi approfondi)"	"23142-23162"	"type=N_PUN_N, match=fcu, form=particulier, pommier"
"bsv_zna_20130801_9_cle8215c1"	"html"	"28223"	"s Mayenne (CHANGE -"	"jardin de particulier, viorne"	""	", suivi stan- taches"	"23271-23300"	"type=N_PUN_N, match=fcu, form=jardin de particulier, viorne"
"bsv_zna_20130801_9_cle8215c1"	"html"	"28223"	"Office National des"	"Forêts, FREDON"	""	"PdL, FDGDONs et GDO"	"26944-26958"	"type=N_PUN_N, match=fcu, form=Forêts, FREDON"
"bsv_zna_20130801_9_cle8215c1"	"html"	"28223"	"ça "" (49), Société"	"d'Horticulture de la Mayenne, association des jardins"	""	"familiaux de CRAON"	"27443-27496"	"type=N_PUN_N, match=fcu, form=d'Horticulture de la Mayenne, association des jardins"
"bsv_zna_mai_2011_4__cle81e41d"	"html"	"13169"	"au stade bourgeon/"	"fleurs et fleurs"	""	". les 5 départements"	"1141-1157"	"type=N_KON_N, match=fcu, form=fleurs et fleurs"
"bsv_zna_mai_2011_4__cle81e41d"	"html"	"13169"	"au stade bourgeon/"	"fleurs et fleurs"	""	". Source : FDGDON 53"	"4150-4166"	"type=N_KON_N, match=fcu, form=fleurs et fleurs"
"bsv_zna_mai_2011_4__cle81e41d"	"html"	"13169"	"uant des dégâts sur"	"les feuilles des aulnes, charmes, noisetiers, hêtres et tilleuls"	""	". C'est en Mayenne q"	"9034-9098"	"type=N_PUN_N_KON_N, match=fcu, form=les feuilles des aulnes, charmes, noisetiers, hêtres et tilleuls"
"bsv_zna_mai_2011_4__cle81e41d"	"html"	"13169"	"ersité végétale. En"	"Pays de la Loire, le raisin"	""	"d'Amérique observé"	"10153-10180"	"type=N_PUN_N, match=fcu, form=Pays de la Loire, le raisin"
"bsvmaraichage_20130329_3_cle8d1bdc"	"html"	"10161"	"ltures sous abris :"	"concombre, tomate"	""	", aubergine, poivron"	"6170-6187"	"type=N_PUN_N, match=fcu, form=concombre, tomate"
"bsvmaraichage_20130329_3_cle8d1bdc"	"html"	"10161"	"des taches jaunes ("	"tomate, poivron"	""	") ou des déformation"	"6361-6376"	"type=N_PUN_N, match=fcu, form=tomate, poivron"
"modification_BSV_maraichage_13-03_cle8eed1c"	"html"	"5896"	"égumes industriels,"	"arboriculture, maraîchage"	""	", pépinière horticul"	"5112-5137"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage"
"note_nationale_Vigne_mildiou_oidium_2011_Vdef"	"html"	"15558"	"ON DE LA RESISTANCE"	"MILDIOU et OÏDIUM de la VIGNE"	""	"2011 Cette note a é"	"42-71"	"type=N_KON_N, match=fcu, form=MILDIOU et OÏDIUM de la VIGNE"
"note_nationale_Vigne_mildiou_oidium_2011_Vdef"	"html"	"15558"	"mum. Note nationale"	"mildiou et oïdium de la vigne"	""	"2011 1 / 3 Dans le"	"6160-6189"	"type=N_KON_N, match=fcu, form=mildiou et oïdium de la vigne"
"note_nationale_Vigne_mildiou_oidium_2011_Vdef"	"html"	"15558"	"tion Note nationale"	"mildiou et oïdium de la vigne"	""	"2011 2 / 3 OIDIUM"	"10511-10540"	"type=N_KON_N, match=fcu, form=mildiou et oïdium de la vigne"
"note_nationale_Vigne_mildiou_oidium_2011_Vdef"	"html"	"15558"	"ion. Note nationale"	"mildiou et oïdium de la vigne"	""	"2011 3 / 3"	"15516-15545"	"type=N_KON_N, match=fcu, form=mildiou et oïdium de la vigne"
"note_nationale_cle831acf"	"html"	"6743"	"ière est donnée sur"	"aubergine et tomate"	""	". L'identification s"	"3615-3634"	"type=N_KON_N, match=fcu, form=aubergine et tomate"
"note_nationale_cle831acf"	"html"	"6743"	"pour la culture de"	"pomme de terre,
nettoyage"	""	"régulier des machin"	"5956-5981"	"type=N_PUN_N, match=fcu, form=pomme de terre,
nettoyage"
