"bsv"	"context"	"full_expression"	"no_match"	"match_with_fcu"	"context"	"location"	"features"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"ultures mellifères ("	"colza, tournesol, féverole, luzerne, maïs"	"colza, tournesol, féverole, luzerne, maïs"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas, tournesol ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols, féverole ( féverole ) =http://ontology.inrae.fr/frenchcropusage/Feveroles, luzerne ( luzerne ) =http://ontology.inrae.fr/frenchcropusage/Luzernes, maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	", CIPAN ) en début d"	"8496-8537"	"type=N_PUN_N, match=fcu, form=colza, tournesol, féverole, luzerne, maïs"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"sque et rédaction :"	"Colza et tournesol"	"Colza et tournesol"	"Colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas, tournesol ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols"	": CETIOM, Blé et ma"	"10402-10420"	"type=N_KON_N, match=fcu, form=Colza et tournesol"
"BSV_RA_GC_no11_du_11_04_2013_cle8386ed"	"tournesol : CETIOM,"	"Blé et maïs"	"Blé et maïs"	"Blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles, maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	": ARVALIS-Institut"	"10431-10442"	"type=N_KON_N, match=fcu, form=Blé et maïs"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"sque et rédaction :"	"Colza et tournesol"	"Colza et tournesol"	"Colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas, tournesol ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols"	": CETIOM, Blé et ma"	"4171-4189"	"type=N_KON_N, match=fcu, form=Colza et tournesol"
"BSV_RA_GC_no13_du_14102010_cle45f21b"	"tournesol : CETIOM,"	"Blé et maïs"	"Blé et maïs"	"Blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles, maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	": ARVALIS-Institut"	"4200-4211"	"type=N_KON_N, match=fcu, form=Blé et maïs"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"sque et rédaction :"	"Colza et tournesol"	"Colza et tournesol"	"Colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas, tournesol ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols"	": CETIOM, Blé et ma"	"5307-5325"	"type=N_KON_N, match=fcu, form=Colza et tournesol"
"BSV_RA_GC_no23_du_17_02_2011_cle8c13b8"	"tournesol : CETIOM,"	"Blé et maïs"	"Blé et maïs"	"Blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles, maïs ( maïs ) =http://ontology.inrae.fr/frenchcropusage/Mais"	": ARVALIS-Institut"	"5336-5347"	"type=N_KON_N, match=fcu, form=Blé et maïs"
"BSV_Tomate_d_industrie_no3-2_cle8599f7"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"légumières. Les tra"	"4803-4830"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Tomate_d_industrie_no8_cle46d127-1"	"à l'alternaria sur"	"fruits, la pourriture des fruits"	"fruits, la pourriture des fruits"	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres, fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	". Dans le doute, con"	"1032-1064"	"type=N_PUN_N, match=fcu, form=fruits, la pourriture des fruits"
"BSV_Tomate_d_industrie_no8_cle46d127-1"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"légumières. Les tra"	"3232-3259"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Vigne_FC_11_-16_juin_09"	"é par la Société de"	"Viticulture du Jura et la Chambre"	" du Jura et la Chambre"	"Viticulture ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"d'agriculture du Ju"	"5476-5509"	"type=N_KON_N, match=fcu, form=Viticulture du Jura et la Chambre"
"BSV_Viti_06"	"hytoService, Espace"	"Vigne, Soufflet"	", Soufflet"	"Vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"Vigne, VitAgri, COP"	"816-831"	"type=N_PUN_N, match=fcu, form=Vigne, Soufflet"
"BSV_Viti_06"	"Vendômois, Cave des"	"Vins de Bourgueil, Cave des Producteurs"	"Vins de Bourgueil, Cave des Producteurs"	"Vins ( vigne de cuve ) =http://ontology.inrae.fr/frenchcropusage/Vignes_cuve, Vins ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"de Vouvray, Agri Né"	"1010-1049"	"type=N_PUN_N, match=fcu, form=Vins de Bourgueil, Cave des Producteurs"
"BSV_Viti_No19_du_29_juillet_2014_cle08937a"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"légumières. Les tra"	"12625-12652"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_ZNA_02_002"	"Alliacées ("	"oignons, poireaux, échalotes, ails, ciboulettes"	"oignons, poireaux, échalotes, ails, ciboulettes"	"oignons ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons, poireaux ( poireau ) =http://ontology.inrae.fr/frenchcropusage/Poireaux, échalotes ( échalote ) =http://ontology.inrae.fr/frenchcropusage/Echalotes, ciboulettes ( ciboulette ) =http://ontology.inrae.fr/frenchcropusage/Ciboulettes"	") .................."	"2251-2298"	"type=N_PUN_N, match=fcu, form=oignons, poireaux, échalotes, ails, ciboulettes"
"BSV_ZNA_02_002"	"tes) et FDGDON 37 ("	"Légumes et Espèces"	" et Espèces"	"Légumes ( culture légumière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres"	"envahissantes) Dire"	"3155-3173"	"type=N_KON_N, match=fcu, form=Légumes et Espèces"
"BSV_ZNA_02_002"	"'œuf sur les Ribes ("	"cassis et groseillier"	"cassis et groseillier"	"cassis ( cassissier ) =http://ontology.inrae.fr/frenchcropusage/Cassissiers, groseillier ( groseillier ) =http://ontology.inrae.fr/frenchcropusage/Groseilliers"	"). Dès le mois d'avr"	"19567-19588"	"type=N_KON_N, match=fcu, form=cassis et groseillier"
"BSV_ZNA_02_002"	"Légumes Alliacées ("	"oignons, poireaux, échalotes, ails, ciboulettes"	"oignons, poireaux, échalotes, ails, ciboulettes"	"oignons ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons, poireaux ( poireau ) =http://ontology.inrae.fr/frenchcropusage/Poireaux, échalotes ( échalote ) =http://ontology.inrae.fr/frenchcropusage/Echalotes, ciboulettes ( ciboulette ) =http://ontology.inrae.fr/frenchcropusage/Ciboulettes"	") Mouche des alliums"	"27081-27128"	"type=N_PUN_N, match=fcu, form=oignons, poireaux, échalotes, ails, ciboulettes"
"BSV_ZNA_02_002"	"ille des alliacées ("	"oignons, ciboulettes, poireaux, échalotes et ails"	"oignons, ciboulettes, poireaux, échalotes et ails"	"oignons ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons, ciboulettes ( ciboulette ) =http://ontology.inrae.fr/frenchcropusage/Ciboulettes, poireaux ( poireau ) =http://ontology.inrae.fr/frenchcropusage/Poireaux, échalotes ( échalote ) =http://ontology.inrae.fr/frenchcropusage/Echalotes"	"). Photo : Cyril Kru"	"28139-28188"	"type=N_PUN_N_KON_N, match=fcu, form=oignons, ciboulettes, poireaux, échalotes et ails"
"BSV_ZNA_03_cle0b3cb8"	"égion dans certains"	"jardins et prairies"	"jardins et prairies"	"jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins, prairies ( prairie ) =http://ontology.inrae.fr/frenchcropusage/Prairies"	". L'aspect velu des"	"659-678"	"type=N_KON_N, match=fcu, form=jardins et prairies"
"BSV_ZNA_03_cle0b3cb8"	"nières tombes. Dans"	"les parcs et jardins"	"les parcs et jardins"	"parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	", aucune raison de c"	"3244-3264"	"type=N_KON_N, match=fcu, form=les parcs et jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"les n° juin du 2013"	"Parcs, jardins et jardins"	"Parcs, jardins et jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"autres zones non zo"	"81-106"	"type=N_PUN_N_KON_N, match=fcu, form=Parcs, jardins et jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"oleillement > 80%)"	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"1708-1722"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"07 du 28 juin 2013"	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"1776-1790"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"tions circulaires."	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"4082-4096"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"s fortes attaques."	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"6080-6094"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"nitaire importants"	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"6901-6915"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"légumières. Les tra"	"9776-9803"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_ZNA_n_07_du_28_juin_2013"	"www.itsap.asso.fr"	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"10307-10321"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_07_du_28_juin_2013"	"de santé du végétal"	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"10498-10512"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"es non agricoles n°"	"septembre du Parcs, jardins et jardins"	"septembre du Parcs, jardins et jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"autres zones non zo"	"36-74"	"type=N_PUN_N_KON_N, match=fcu, form=septembre du Parcs, jardins et jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"nementales, comme :"	"le cyclamen, la primevère, le lis, le lilas, le troène, le tilleul, le bégonia, l'hortensia, le fusain, l'aubépine, le rosier, l'hibiscus"	"le cyclamen, la primevère, le lis, le lilas, le troène, le tilleul, le bégonia, l'hortensia, le fusain, l'aubépine, le , l'hibiscus"	"rosier ( rosier ) =http://ontology.inrae.fr/frenchcropusage/Rosiers"	"En bourgogne, leur"	"484-621"	"type=N_PUN_N, match=fcu, form=le cyclamen, la primevère, le lis, le lilas, le troène, le tilleul, le bégonia, l'hortensia, le fusain, l'aubépine, le rosier, l'hibiscus"
"BSV_ZNA_n_10_du_13_septembre_2013"	"ment de la plante."	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"1673-1687"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"t à l'automne. Dans"	"les parcs et jardins"	"les parcs et jardins"	"parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	", elle peut nuire à"	"1909-1929"	"type=N_KON_N, match=fcu, form=les parcs et jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"de ce champignon."	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"3515-3529"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"rintemps prochain."	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"5813-5827"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"edon-bourgogne.com"	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"7778-7792"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_10_du_13_septembre_2013"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"légumières. Les tra"	"9533-9560"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_ZNA_n_10_du_13_septembre_2013"	"tion du Bulletin de"	"santé du végétalParcs, jardins"	"santé du végétalParcs, jardins"	"jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"10170-10200"	"type=N_PUN_N, match=fcu, form=santé du végétalParcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"es non agricoles n°"	"octobre du Parcs, jardins et jardins"	"octobre du Parcs, jardins et jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"autres zones non zo"	"36-72"	"type=N_PUN_N_KON_N, match=fcu, form=octobre du Parcs, jardins et jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"ver dans celle-ci."	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"1983-1997"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"ssement des tiges."	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"4349-4363"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"gins-Wädenswil ACW"	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"4945-4959"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"edon-bourgogne.com"	"Parcs, jardins"	"Parcs, jardins"	"Parcs ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"6840-6854"	"type=N_PUN_N, match=fcu, form=Parcs, jardins"
"BSV_ZNA_n_12_du_18_octobre_2013"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"légumières. Les tra"	"8593-8620"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_ZNA_n_12_du_18_octobre_2013"	"tion du Bulletin de"	"santé du végétalParcs, jardins"	"santé du végétalParcs, jardins"	"jardins ( zone non agricole ) =http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, jardins ( jardin ) =http://ontology.inrae.fr/frenchcropusage/Jardins"	"et autres zones non"	"9230-9260"	"type=N_PUN_N, match=fcu, form=santé du végétalParcs, jardins"
"BSV_ZNAetPO-53_cle8973eb"	"ur : -Lauriers rose-"	"Agrumes et citrus"	" et citrus"	"Agrumes ( agrume ) =http://ontology.inrae.fr/frenchcropusage/Agrumes"	"Les niveaux d'attaq"	"2827-2844"	"type=N_KON_N, match=fcu, form=Agrumes et citrus"
"BSV_arbo_04"	"s stades sensibles ("	"pommiers et poiriers"	"pommiers et poiriers"	"pommiers ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poiriers ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	") Aucune projection"	"340-360"	"type=N_KON_N, match=fcu, form=pommiers et poiriers"
"BSV_arbo_17"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"légumières. Les tra"	"3453-3480"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_arbo_17"	"de nuisibilité Sur"	"pommier, le seuil de nuisibilité"	", le seuil de nuisibilité"	"pommier ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers"	"est atteint dès que"	"16683-16715"	"type=N_PUN_N, match=fcu, form=pommier, le seuil de nuisibilité"
"BSV_arbo_17"	"plus de risque pour"	"les fleurs, la femelle"	"les , la femelle"	"fleurs ( floriculture ) =http://ontology.inrae.fr/frenchcropusage/Cultures_florales"	"ne peut plus pondre"	"20206-20228"	"type=N_PUN_N, match=fcu, form=les fleurs, la femelle"
