"bsv"	"html tags"	"segment (type)"	"segment (form)"	"fcu concepts"	"bioagressors"	"stages"	"locality"	"dates"	"context before"	"context after"	"location"	"features"
"BSV_legumes_12_du_26-06-19__cle047171"	"H2
P
P
H3
H3
H3
H3
H2
BR"	"RISQUE"	"Seuil indicatif de risque
Modélisation SWAT : Ce modèle permet de prévoir l'activité de mouches de l'oignon (vol, ponte, larves, nymphe) à partir de données météorologiques (relevés de températures, vent) récoltées pour les stations météo suivantes : Civray (18), Chartres (28), Fondettes (37), Tour-en-Sologne (41), Férolles et Outarville (45). D'après la modélisation, le développement des pupes est en cours sur tous les secteurs.
La mouche de l'oignon s'attaque surtout aux jeunes plants d'allium (oignon, poireau, oignon bulbille, échalote, ). L'activité de la mouche de l'oignon favorise l'installation de pourritures attirant d'autres diptères saprophages.
MOUCHE
DES SEMIS
( D ELIA
PLATURA )
Composition du réseau d'observation
Les cuvettes jaunes mises en place pour la mouche de l'oignon permettent en plus de donner une indication sur la présence"	"oignon,
poireau,
oignon,
échalote"	"mouches,
larves,
mouche,
mouche,
MOUCHE,
mouche"	""	""	""	"urée cette semaine."	"(ou absence) de mouc"	"2484-3341"	"type=RISQUE, form=Seuil indicatif de risque
Modélisation SWAT : Ce modèle permet de prévoir l'activité de mouches de l'oignon (vol, ponte, larves, nymphe) à partir de données météorologiques (relevés de températures, vent) récoltées pour les stations météo suivantes : Civray (18), Chartres (28), Fondettes (37), Tour-en-Sologne (41), Férolles et Outarville (45). D'après la modélisation, le développement des pupes est en cours sur tous les secteurs.
La mouche de l'oignon s'attaque surtout aux jeunes plants d'allium (oignon, poireau, oignon bulbille, échalote, ). L'activité de la mouche de l'oignon favorise l'installation de pourritures attirant d'autres diptères saprophages.
MOUCHE
DES SEMIS
( D ELIA
PLATURA )
Composition du réseau d'observation
Les cuvettes jaunes mises en place pour la mouche de l'oignon permettent en plus de donner une indication sur la présence"
"BSV_legumes_12_du_26-06-19__cle047171"	"P
H2
P"	"RISQUE"	"L'activité de vol est très faible. Seules quelques mouches sont capturées dans le Loiret.
Seuil indicatif de risque
La mouche des semis est polyphage et surtout dommageable sur jeunes plantes, les femelles adultes étant attirées par des sols récemment travaillés, riches en matières organiques et humides. Le travail du sol conditionne l'importance de la population larvaire et donc les dégâts (pourritures et destruction partielle à totale des semis)."	""	"mouches,
mouche"	""	"Loiret"	""	"e vol. Etat général"	"1 BSV LEGUMES N°12"	"3421-3873"	"type=RISQUE, form=L'activité de vol est très faible. Seules quelques mouches sont capturées dans le Loiret.
Seuil indicatif de risque
La mouche des semis est polyphage et surtout dommageable sur jeunes plantes, les femelles adultes étant attirées par des sols récemment travaillés, riches en matières organiques et humides. Le travail du sol conditionne l'importance de la population larvaire et donc les dégâts (pourritures et destruction partielle à totale des semis)."
"BSV_legumes_12_du_26-06-19__cle047171"	"FOOTER
BR"	"EDITION"	"BSV LEGUMES N°12 DU 26/06/2019"	""	""	""	""	"26/06/,
2019"	"otale des semis). 1"	"PUCERONS Compositi"	"3876-3906"	"type=EDITION, form=BSV LEGUMES N°12 DU 26/06/2019"
"BSV_legumes_12_du_26-06-19__cle047171"	"H2
P
BR
P"	"RESEAU D'OBSERVATION"	"Composition du réseau d'observation
Un réseau de cuvettes jaunes est en place afin de suivre l'évolution des populations de pucerons sur les départements duLoiret, de l'Eure-et-Loir et du Loir-et-Cher. Les pucerons recherchés sont les suivants : Acyrthosyphon pisum (puceron vert du pois), Aphis fabae (puceron noir de la fève), Aphis frangulae, Aphis craccivora (puceron noir de la luzerne), Aulacorthum solani (puceron strié de la digitale et de la pomme de terre), Macrosiphum euphorbiae (puceron vert et rose de la pomme de terre), Myzus persicae (puceron vert du pêcher).
Les captures de pucerons sont en diminution cette semaine. Seuls quelques Myzus persicae, Aphis fabae et Acyrthosyphon pisum sont piégés à Nottonville (28), La Chapelle St-Martin (41) et Guilly (45)."	"pois,
fève,
luzerne,
pomme de terre,
rosier ornemental,
pomme de terre,
pêcher"	"pucerons,
pucerons,
puceron,
puceron,
puceron,
puceron,
puceron,
puceron,
pucerons"	""	""	""	"6/06/2019 PUCERONS"	"Prévision globale M"	"3917-4693"	"type=RESEAU D'OBSERVATION, form=Composition du réseau d'observation
Un réseau de cuvettes jaunes est en place afin de suivre l'évolution des populations de pucerons sur les départements duLoiret, de l'Eure-et-Loir et du Loir-et-Cher. Les pucerons recherchés sont les suivants : Acyrthosyphon pisum (puceron vert du pois), Aphis fabae (puceron noir de la fève), Aphis frangulae, Aphis craccivora (puceron noir de la luzerne), Aulacorthum solani (puceron strié de la digitale et de la pomme de terre), Macrosiphum euphorbiae (puceron vert et rose de la pomme de terre), Myzus persicae (puceron vert du pêcher).
Les captures de pucerons sont en diminution cette semaine. Seuls quelques Myzus persicae, Aphis fabae et Acyrthosyphon pisum sont piégés à Nottonville (28), La Chapelle St-Martin (41) et Guilly (45)."
"BSV_legumes_12_du_26-06-19__cle047171"	"P
BR
BR"	"RISQUE"	"Mouche de l'oignon : vu les captures des dernières semaines, le risque est faible.Mouche des semis : risque faible, les captures sont en diminution.Pucerons : risque modéré."	""	"Mouche,
Mouche,
Pucerons"	""	""	""	". Prévision globale"	"2 BSV LEGUMES N°12"	"4712-4885"	"type=RISQUE, form=Mouche de l'oignon : vu les captures des dernières semaines, le risque est faible.Mouche des semis : risque faible, les captures sont en diminution.Pucerons : risque modéré."
"BSV_legumes_12_du_26-06-19__cle047171"	"FOOTER
BR"	"EDITION"	"BSV LEGUMES N°12 DU 26/06/2019"	""	""	""	""	"26/06/,
2019"	": risque modéré. 2"	"Betteraves rouges"	"4888-4918"	"type=EDITION, form=BSV LEGUMES N°12 DU 26/06/2019"
"BSV_legumes_12_du_26-06-19__cle047171"	"H1"	"CULTURE"	"Betteraves rouges"	"betterave potagère"	""	""	""	""	"N°12 DU 26/06/2019"	"Composition du rése"	"4920-4937"	"type=CULTURE, form=Betteraves rouges"
"BSV_legumes_12_du_26-06-19__cle047171"	"H2
P"	"RESEAU D'OBSERVATION"	"Composition du réseau d'observation
3 parcelles primeur (semis du 20/02) au stade proche récolte, secteur Sully, St Aignan le Jaillard, Ouzouer sur Trézée. 4 parcelles primeurs (semis du 20-25 mars), au stade proche récolte, secteurs Bray en Val, St Benoit, Germigny des prés. 3 parcelles d'été (semis avril), au stade grossissement, secteur St Benoit, Tigy, Germigny des Prés. 7 parcelles de conservation (semis mai) au stade 6 feuilles à recouvrement des rangs, secteur Sully sur Loire, Bray en Val, St Benoit, Germigny, Tigy, Saint Denis de l'hôtel. + parcelles flottantes."	""	""	""	"Loire"	"20-25 mars,
avril,
mai"	"Betteraves rouges"	"CHARANCONS L IXUS J"	"4938-5514"	"type=RESEAU D'OBSERVATION, form=Composition du réseau d'observation
3 parcelles primeur (semis du 20/02) au stade proche récolte, secteur Sully, St Aignan le Jaillard, Ouzouer sur Trézée. 4 parcelles primeurs (semis du 20-25 mars), au stade proche récolte, secteurs Bray en Val, St Benoit, Germigny des prés. 3 parcelles d'été (semis avril), au stade grossissement, secteur St Benoit, Tigy, Germigny des Prés. 7 parcelles de conservation (semis mai) au stade 6 feuilles à recouvrement des rangs, secteur Sully sur Loire, Bray en Val, St Benoit, Germigny, Tigy, Saint Denis de l'hôtel. + parcelles flottantes."
"BSV_legumes_12_du_26-06-19__cle047171"	"P"	"STADES"	"80% des parcelles au stade grossissement présentent des marques de pontes, quel que soit le secteur géographique. L'ensemble de la région Centre est touchée, y compris des parcelles un plus peu isolées. La plupart des pontes passent maintenant au stade larvaire, il reste environ 20% des pontes qui sont encore au stade œuf. Les plus grosses larves font environ 3-4 mm et ont creusé 3-4 cm de galerie depuis le point de ponte. Des adultes sont encore observés, notamment sur des sites en maraichage."	"maraîchage"	"larves"	""	"creusé"	""	"UNCII Etat général"	"Seuil indicatif de"	"5554-6053"	"type=STADES, form=80% des parcelles au stade grossissement présentent des marques de pontes, quel que soit le secteur géographique. L'ensemble de la région Centre est touchée, y compris des parcelles un plus peu isolées. La plupart des pontes passent maintenant au stade larvaire, il reste environ 20% des pontes qui sont encore au stade œuf. Les plus grosses larves font environ 3-4 mm et ont creusé 3-4 cm de galerie depuis le point de ponte. Des adultes sont encore observés, notamment sur des sites en maraichage."
"BSV_legumes_12_du_26-06-19__cle047171"	"H2
P
H3
P
H2
P
H3
H2
P
H2
P"	"RISQUE"	"Seuil indicatif de risque
Il semble que la plus grosse partie des pontes soient faite ; la nuisibilité va maintenant dépendre des stades larvaires qui vont suivre. Le seuil de nuisibilité n'est pas connu.
ALTISES
Stade larvaire dans le pétiole de betterave (photo S.Mouton CA45)
Etat général
Les altises sont en activité mais il n'y a plus beaucoup de parcelles à un stade très sensible, donc même s'il y a des perforations, la situation est dans l'ensemble sous contrôle. Les tous derniers semis sont encore vulnérables, avec quelques dégâts.
PUCERONS
Etat général
Les stades avançant, avec les interventions insecticides et le contrôle des auxiliaires, les observations de colonies de pucerons verts ne font plus rares. De plus, le nombre d'ailés est en nette diminution.
Seuil indicatif de risque
Pour la plupart des parcelles, le stade sensible est passé."	"betterave,
maïs"	"ALTISES,
altises,
PUCERONS,
pucerons"	""	""	""	"ites en maraichage."	"BACTERIOSE / ALTERN"	"6054-6913"	"type=RISQUE, form=Seuil indicatif de risque
Il semble que la plus grosse partie des pontes soient faite ; la nuisibilité va maintenant dépendre des stades larvaires qui vont suivre. Le seuil de nuisibilité n'est pas connu.
ALTISES
Stade larvaire dans le pétiole de betterave (photo S.Mouton CA45)
Etat général
Les altises sont en activité mais il n'y a plus beaucoup de parcelles à un stade très sensible, donc même s'il y a des perforations, la situation est dans l'ensemble sous contrôle. Les tous derniers semis sont encore vulnérables, avec quelques dégâts.
PUCERONS
Etat général
Les stades avançant, avec les interventions insecticides et le contrôle des auxiliaires, les observations de colonies de pucerons verts ne font plus rares. De plus, le nombre d'ailés est en nette diminution.
Seuil indicatif de risque
Pour la plupart des parcelles, le stade sensible est passé."
"BSV_legumes_12_du_26-06-19__cle047171"	"SMALL
P"	"RISQUE"	"/ M ILDIOU"	""	"M ILDIOU"	""	""	""	"ERIOSE / ALTERNARIA"	"Etat général Des vi"	"6938-6948"	"type=RISQUE, form=/ M ILDIOU"
"BSV_legumes_12_du_26-06-19__cle047171"	"FOOTER
BR"	"EDITION"	"BSV LEGUMES N°12 DU 26/06/2019"	""	""	""	""	"26/06/,
2019"	"semaine dernière. 3"	"NOCTUELLES Etat gé"	"7412-7442"	"type=EDITION, form=BSV LEGUMES N°12 DU 26/06/2019"
"BSV_legumes_12_du_26-06-19__cle047171"	"P
BR
BR
BR
BR
BR"	"RISQUE"	"Altises : le risque est élevé sur les tous derniers semis, modéré ailleurs.Pucerons : le risque a bien diminué, il reste modéré pour les derniers semis.Bactériose et mildiou : Risque faible de nouvelles contaminations.Fontes de semis : Risque faibleCharançon : risque supposé élevé pour les parcelles à recouvrement des rangs.Noctuelles : risque modéré."	""	"Altises,
Pucerons,
mildiou"	""	""	""	". Prévision globale"	"Cultures sous abris"	"7628-7981"	"type=RISQUE, form=Altises : le risque est élevé sur les tous derniers semis, modéré ailleurs.Pucerons : le risque a bien diminué, il reste modéré pour les derniers semis.Bactériose et mildiou : Risque faible de nouvelles contaminations.Fontes de semis : Risque faibleCharançon : risque supposé élevé pour les parcelles à recouvrement des rangs.Noctuelles : risque modéré."
"BSV_legumes_12_du_26-06-19__cle047171"	"H1"	"CULTURE"	"Cultures sous abris froid et maraîchage traditionnel"	"maraîchage"	""	""	""	""	"es : risque modéré."	"SALADE Composition"	"7982-8034"	"type=CULTURE, form=Cultures sous abris froid et maraîchage traditionnel"
"BSV_legumes_12_du_26-06-19__cle047171"	"H3"	"CULTURE"	"SALADE"	"salade"	""	""	""	""	"îchage traditionnel"	"Composition du rése"	"8035-8041"	"type=CULTURE, form=SALADE"
"BSV_legumes_12_du_26-06-19__cle047171"	"H2
BR
BR
BR"	"RESEAU D'OBSERVATION"	"Composition du réseau d'observation
10 parcelles d'observation en région Centre- Val de Loire (6 en bio et 4 en conventionnel, plein champ) sem. 24 et 25 : 2 parcelles en Indre et Loire et dans le Loiret 4 parcelles dans le Cher"	""	""	""	"Centre- Val de Loire,
Indre,
Loire,
Loiret,
Cher"	""	"traditionnel SALADE"	"1 parcelle dans l'E"	"8042-8270"	"type=RESEAU D'OBSERVATION, form=Composition du réseau d'observation
10 parcelles d'observation en région Centre- Val de Loire (6 en bio et 4 en conventionnel, plein champ) sem. 24 et 25 : 2 parcelles en Indre et Loire et dans le Loiret 4 parcelles dans le Cher"
"BSV_legumes_12_du_26-06-19__cle047171"	"P"	"RISQUE"	"Quelques symptômes de mildiou sur feuilles basses sont signalés dans le Cher, sans conséquence sur le développement des plantes."	""	"mildiou"	""	"Cher"	""	"bon état sanitaire."	"Prévision globale L"	"8386-8514"	"type=RISQUE, form=Quelques symptômes de mildiou sur feuilles basses sont signalés dans le Cher, sans conséquence sur le développement des plantes."
"BSV_legumes_12_du_26-06-19__cle047171"	"H3"	"RISQUE"	"PUCERONS SP ."	""	"PUCERONS"	""	""	""	"ies cryptogamiques."	"(T OMATE ,"	"8641-8654"	"type=RISQUE, form=PUCERONS SP ."
"BSV_legumes_12_du_26-06-19__cle047171"	"P"	"RISQUE"	"Des pucerons ailés et des pucerons aptères isolés sont observés sur 4 des 10 parcelles du réseau. On les trouve notamment sur des salades de moins de 10 feuilles étalées."	"salade"	"pucerons,
pucerons"	""	""	""	") Etat général"	"Prévision globale L"	"8735-8905"	"type=RISQUE, form=Des pucerons ailés et des pucerons aptères isolés sont observés sur 4 des 10 parcelles du réseau. On les trouve notamment sur des salades de moins de 10 feuilles étalées."
"BSV_legumes_12_du_26-06-19__cle047171"	"P"	"RISQUE"	"L'épisode chaud et sec de ces prochains jours est favorable à l'activité des pucerons."	""	"pucerons"	""	""	""	". Prévision globale"	"CHOU Composition du"	"8924-9010"	"type=RISQUE, form=L'épisode chaud et sec de ces prochains jours est favorable à l'activité des pucerons."
"BSV_legumes_12_du_26-06-19__cle047171"	"H3"	"CULTURE"	"CHOU"	"chou"	""	""	""	""	"ivité des pucerons."	"Composition du rése"	"9011-9015"	"type=CULTURE, form=CHOU"
"BSV_legumes_12_du_26-06-19__cle047171"	"H2
P
H4"	"RISQUE"	"Composition du réseau de piégeage de la mouche du chou (Delia radicum)
Le suivi de la mouche du chou est assuré par un modèle de prévision appelé Swat et est complété sur le terrain par la mise en place d'un piégeage à l'aide de bols blancs et de feutrine afin de détecter respectivement les adultes et les pontes.
Piégeage, comptage et identification de mouches dans le cadre du suivi de la mouche de l'oignon et des semis :"	"chou,
chou"	"mouche,
mouche,
mouches,
mouche"	""	""	""	"des pucerons. CHOU"	"Aucune capture de m"	"9016-9441"	"type=RISQUE, form=Composition du réseau de piégeage de la mouche du chou (Delia radicum)
Le suivi de la mouche du chou est assuré par un modèle de prévision appelé Swat et est complété sur le terrain par la mise en place d'un piégeage à l'aide de bols blancs et de feutrine afin de détecter respectivement les adultes et les pontes.
Piégeage, comptage et identification de mouches dans le cadre du suivi de la mouche de l'oignon et des semis :"
"BSV_legumes_12_du_26-06-19__cle047171"	"P"	"RISQUE"	"Aucune capture de mouche du chou sur les 4 sites de piégeage du Loiret et du Loir et Cher."	"chou"	"mouche"	""	"Loiret,
Cher"	""	"gnon et des semis :"	"4 BSV LEGUMES N°12"	"9442-9532"	"type=RISQUE, form=Aucune capture de mouche du chou sur les 4 sites de piégeage du Loiret et du Loir et Cher."
"BSV_legumes_12_du_26-06-19__cle047171"	"FOOTER
BR"	"EDITION"	"BSV LEGUMES N°12 DU 26/06/2019"	""	""	""	""	"26/06/,
2019"	"du Loir et Cher. 4"	"Piège feutrine :"	"9535-9565"	"type=EDITION, form=BSV LEGUMES N°12 DU 26/06/2019"
"BSV_legumes_12_du_26-06-19__cle047171"	"H2
P
H2
P"	"RISQUE"	"Seuil indicatif de risque
10 oeufs par piège par semaine. Le seuil n'est pas encore atteint.
Prévision globale
Le risque devient élevé. Les conditions climatiques sont favorables à une augmentation du nombre de pontes et à une apparition rapide des larves dans les parcelles. Soyez vigilant."	""	"larves"	""	""	""	"s les sites suivis."	"SOLANACEES ET CONCO"	"10394-10685"	"type=RISQUE, form=Seuil indicatif de risque
10 oeufs par piège par semaine. Le seuil n'est pas encore atteint.
Prévision globale
Le risque devient élevé. Les conditions climatiques sont favorables à une augmentation du nombre de pontes et à une apparition rapide des larves dans les parcelles. Soyez vigilant."
"BSV_legumes_12_du_26-06-19__cle047171"	"H2
P
BR
BR
BR
P
BR
BR
BR
P
BR
BR
BR
BR
BR
BR"	"RESEAU D'OBSERVATION"	"Composition du réseau d'observation
Tomate : 9 parcelles d'observation en région Centre- Val de Loire (6 en bio et 3 en conventionnel et sous abris) : 3 parcelles en Indre et Loire et dans le Cher 2 parcelles dans le Loiret 1 parcelle dans le Loir et Cher
Aubergine : 10 parcelles d'observation en région Centre- Val de Loire (5 en bio et 5 en conventionnel et sous abris) : 3 parcelles en Indre et Loire et dans le Cher 2 parcelles dans le Loiret 1 parcelle dans l'Eure et Loir et dans le Loir et Cher
Poivron : 8 parcelles d'observation en région Centre- Val de Loire (4 en bio et 4 en conventionnel et sous abris) : 3 parcelles dans le Cher 2 parcelles en Indre et Loire 1 parcelle dans l'Eure et Loir, dans le Loir et Cher et dans le Loiret
Concombre : 8 parcelles d'observation en région Centre- Val de Loire (5 en bio et 3 en conventionnel et sous abris) : 3 parcelles dans le Cher 2 parcelles en Indre et Loire"	"tomate,
aubergine,
poivron,
concombre"	""	""	"Centre- Val de Loire,
Indre,
Loire,
Cher,
Loiret,
Cher,
Centre- Val de Loire,
Indre,
Loire,
Cher,
Loiret,
Cher,
Centre- Val de Loire,
Cher,
Indre,
Loire,
Cher,
Loiret,
Centre- Val de Loire,
Cher,
Indre,
Loire"	""	"NACEES ET CONCOMBRE"	"1 parcelle dans le"	"10710-11627"	"type=RESEAU D'OBSERVATION, form=Composition du réseau d'observation
Tomate : 9 parcelles d'observation en région Centre- Val de Loire (6 en bio et 3 en conventionnel et sous abris) : 3 parcelles en Indre et Loire et dans le Cher 2 parcelles dans le Loiret 1 parcelle dans le Loir et Cher
Aubergine : 10 parcelles d'observation en région Centre- Val de Loire (5 en bio et 5 en conventionnel et sous abris) : 3 parcelles en Indre et Loire et dans le Cher 2 parcelles dans le Loiret 1 parcelle dans l'Eure et Loir et dans le Loir et Cher
Poivron : 8 parcelles d'observation en région Centre- Val de Loire (4 en bio et 4 en conventionnel et sous abris) : 3 parcelles dans le Cher 2 parcelles en Indre et Loire 1 parcelle dans l'Eure et Loir, dans le Loir et Cher et dans le Loiret
Concombre : 8 parcelles d'observation en région Centre- Val de Loire (5 en bio et 3 en conventionnel et sous abris) : 3 parcelles dans le Cher 2 parcelles en Indre et Loire"
